Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
types of braces,2,2,140,52.29,1.48,https://www.3dental.ie/blog/types-of-dental-braces-for-adults/,18,0.05,26.00,0.2,234000000,"[81,67,81,81,43,43,67,100,100,81,81,81]",2020-12-28,"Featured snippet, People also ask"
2 front teeth veneers cost,2,2,90,67.65,0.93,https://www.3dental.ie/veneers-in-a-day/,11,0.03,10.00,0.63,1390000,"[0,33,33,33,33,33,33,33,33,100,33,33]",2021-01-15,"Image pack, Site links, People also ask"
dental bonding before braces,2,2,90,62.62,0.00,https://www.3dental.ie/blog/what-is-composite-bonding/,11,0.03,0.00,0,9470000,"[0,0,33,0,0,0,0,100,0,0,0,0]",2021-01-14,"Image pack, Site links, People also ask"
cosmetic bonding,2,2,170,68.53,0.75,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,22,0.06,16.00,0.05,79100000,"[42,42,81,81,42,54,54,100,100,65,81,100]",2021-01-09,"Image pack, Site links, People also ask"
composite veneers,2,1,1300,72.11,0.55,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,169,0.5,92.00,0.27,35900000,"[38,100,68,46,68,53,100,100,84,68,53,84]",2021-01-17,"Image pack, Featured snippet, People also ask"
6 month braces near me,2,2,90,67.16,1.88,https://www.3dental.ie/six-month-braces/,11,0.03,21.00,0.85,115000000,"[14,0,100,14,14,14,14,14,14,14,43,57]",2021-01-07,"Knowledge panel, AdWords bottom, People also ask"
how much are braces in ireland,2,2,480,72.87,0.85,https://www.3dental.ie/adult-braces/,62,0.18,53.00,0.48,14500000,"[36,54,44,36,44,54,82,100,82,82,100,100]",2021-01-15,"Featured snippet, AdWords top, People also ask"
adult braces,2,2,170,74.2,1.13,https://www.3dental.ie/blog/types-of-dental-braces-for-adults/,22,0.06,24.00,0.54,133000000,"[42,35,42,42,42,54,54,100,65,100,81,81]",2020-12-23,"Local pack, Image pack, People also ask"
composite veneers bottom teeth,2,2,90,66.78,0.00,https://www.3dental.ie/blog/what-is-composite-bonding/,11,0.03,0.00,0.46,610000,"[20,100,20,0,0,0,0,20,0,20,20,20]",2021-01-05,"Image pack, Site links, People also ask"
composite bonding teeth,2,2,260,72.83,0.95,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,6,0.01,6.00,0.2,64700000,"[35,19,35,29,29,54,44,81,100,81,54,54]",2020-12-21,"Image pack, People also ask"
4 unit fixed bridge,2,2,90,63.9,0.00,https://www.3dental.ie/bridges/,11,0.03,0.00,0,136000000,"[0,0,50,50,0,0,0,50,0,100,0,0]",2021-01-08,"Image pack, Site links, People also ask"
cheap cosmetic dentistry,2,2,90,64.71,0.00,https://www.3dental.ie/cosmetic-dentistry/,11,0.03,0.00,0,124000000,"[75,100,25,25,75,0,25,75,25,25,50,0]",2020-12-30,"Local pack, Site links, People also ask"
composite tooth bonding before and after,2,2,90,65.57,0.00,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,11,0.03,0.00,0,31400000,"[14,14,14,14,71,57,14,100,43,14,71,0]",2021-01-15,"Image pack, Site links, People also ask"
braces,2,2,4400,75.04,2.12,https://www.3dental.ie/adult-braces/,572,1.7,1212.00,0.33,2030000000,"[44,67,67,44,36,44,67,67,54,54,54,100]",2021-01-17,"Local pack, Image pack, AdWords top, People also ask"
root canal cost ireland,2,2,210,75.59,0.47,https://www.3dental.ie/blog/how-much-does-root-canal-cost/,27,0.08,12.00,0.17,2330000,"[81,66,66,66,66,81,53,66,81,100,81,44]",2021-01-07,"Featured snippet, People also ask"
invisalign prices ireland,2,2,210,72.63,1.56,https://www.3dental.ie/invisalign/,27,0.08,42.00,0.62,480000,"[15,19,23,23,10,15,23,29,44,81,100,81]",2020-12-22,"Reviews, People also ask"
cosmetic bonding teeth before and after,2,2,90,59.09,0.00,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,11,0.03,0.00,0,30800000,"[0,100,75,75,25,0,0,75,25,25,25,0]",2020-12-24,"Image pack, Site links, People also ask"
veneers price,2,2,1000,71.29,0.60,https://www.3dental.ie/veneers-in-a-day/,130,0.38,78.00,0.87,99100000,"[55,100,68,55,68,77,77,77,100,68,77,68]",2021-01-17,"Image pack, People also ask"
what is composite bonding,2,2,260,69.85,0.42,https://www.3dental.ie/blog/what-is-composite-bonding/,33,0.09,14.00,0.01,40000000,"[24,8,36,19,24,36,36,54,100,54,54,66]",2020-12-22,"Featured snippet, People also ask"
old quarter dental,2,2,140,83.85,1.04,https://www.3dental.ie/,3,0,3.00,0.05,33100000,"[67,52,100,67,52,33,33,67,81,67,81,67]",2020-12-21,"Local pack, Image pack, Site links, Reviews, Video"
bone graft teeth,2,2,90,60.86,0.00,https://www.3dental.ie/bone-grafts/,11,0.03,0.00,0.14,6190000,"[6,18,6,6,6,6,6,12,29,82,100,82]",2021-01-15,"Image pack, Featured snippet, People also ask"
dental clinic limerick,2,2,110,72.2,0.63,https://www.3dental.ie/limerick/,14,0.04,9.00,0.2,1240000,"[43,43,52,33,33,33,43,81,67,81,81,100]",2020-12-30,"Local pack, Image pack, Site links, Video Carousel"
braces price ireland,2,2,140,73.13,1.38,https://www.3dental.ie/adult-braces/,18,0.05,25.00,0.68,18200000,"[43,33,67,67,52,52,52,81,81,81,100,100]",2021-01-03,"Site links, Featured snippet, People also ask"
3 dental teeth whitening,2,2,90,79.57,0.81,https://www.3dental.ie/blog/why-you-should-get-your-teeth-whitened-by-a-professional/,2,0,1.00,0.8,65700000,"[14,43,14,100,14,14,14,29,14,14,14,14]",2021-01-09,"Knowledge panel, Site links"
composite bonding,2,2,3600,67.38,0.89,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,93,0.27,83.00,0.13,248000000,"[13,36,24,20,29,36,55,100,82,82,82,100]",2021-01-17,"Local pack, Image pack, People also ask"
dental plant,2,2,90,70.68,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,11,0.03,0.00,0.21,120000000,"[0,25,0,0,0,100,25,0,25,0,25,25]",2021-01-16,"Local pack, Image pack, Featured snippet, People also ask"
dental practice,2,2,170,61.32,0.73,https://www.3dental.ie/,22,0.06,16.00,0.05,400000000,"[54,35,65,81,81,42,100,81,100,65,81,65]",2020-12-21,"Local pack, People also ask"
how much do braces cost,2,2,210,70.27,0.65,https://www.3dental.ie/adult-braces/,27,0.08,17.00,0.41,149000000,"[53,44,81,66,53,44,66,81,81,100,66,53]",2020-12-21,"Featured snippet, People also ask"
are lingual braces effective,2,2,90,57.31,0.00,https://www.3dental.ie/blog/incognito-lingual-braces-explained/,11,0.03,0.00,0,800000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2020-12-23,"Image pack, Featured snippet, People also ask"
retainer,2,2,1600,80.92,0.73,https://www.3dental.ie/blog/the-ultimate-guide-to-orthodontic-retainers/,208,0.61,151.00,0.68,56400000,"[68,84,84,68,68,68,84,100,84,84,84,100]",2021-01-17,"Image pack, Site links, People also ask"
what are composite veneers,2,2,110,62.71,0.51,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,14,0.04,7.00,0.09,37700000,"[33,33,52,43,33,52,43,100,52,52,67,43]",2021-01-04,"Featured snippet, People also ask"
dental crown,2,1,1000,73.84,0.50,https://www.3dental.ie/crowns/,130,0.38,65.00,0.08,307000000,"[68,100,77,68,45,55,100,100,100,77,100,100]",2021-01-16,"Knowledge panel, Image pack, People also ask"
3d dental dublin,2,2,170,78.71,1.30,https://www.3dental.ie/,4,0.01,5.00,0.12,4070000,"[44,34,53,44,34,16,34,53,66,81,81,100]",2021-01-05,"Knowledge panel, Site links, Reviews, Video Carousel"
cosmetic dentistry dublin,2,2,210,65.89,0.82,https://www.3dental.ie/cosmetic-dentistry/,27,0.08,22.00,0.53,967000,"[65,100,81,65,54,54,81,100,100,81,65,65]",2021-01-15,"Local pack, Site links, Video Carousel, People also ask"
teeth bonding cost,2,2,90,68.21,0.56,https://www.3dental.ie/bonding/,2,0,1.00,0.12,12900000,"[53,41,53,53,41,53,53,53,82,65,53,100]",2021-01-07,"Image pack, Site links, People also ask"
3 dental red cow,2,2,320,80.27,1.59,https://www.3dental.ie/,8,0.02,13.00,0.05,88,"[29,54,82,54,36,15,54,100,44,29,29,36]",2020-12-21,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
root canal cost,2,2,720,72.14,0.26,https://www.3dental.ie/blog/how-much-does-root-canal-cost/,93,0.27,24.00,0.21,48400000,"[82,82,67,67,55,67,82,67,82,82,67,100]",2021-01-17,"Image pack, Featured snippet, People also ask"
dental bonding removal,2,2,90,53.63,0.00,https://www.3dental.ie/blog/what-is-composite-bonding/,11,0.03,0.00,0,7730000,"[0,100,0,0,0,0,0,0,14,14,14,14]",2021-01-16,"Site links, Featured snippet, People also ask"
teeth in a day cost ireland,2,2,110,68.31,0.39,https://www.3dental.ie/smile-in-a-day/,14,0.04,5.00,0.51,12400000,"[52,67,33,24,33,33,43,24,43,52,67,100]",2021-01-13,People also ask
dental bone graft recovery,2,2,90,44.08,0.00,https://www.3dental.ie/bone-grafts/,11,0.03,0.00,0.17,4710000,"[20,20,20,20,20,20,100,20,20,20,40,20]",2020-12-30,"Image pack, Featured snippet, People also ask"
composite bonding dublin,2,2,320,67.42,1.02,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,8,0.02,8.00,0.41,867000,"[19,44,36,36,44,54,81,100,81,66,66,100]",2021-01-17,"Local pack, Site links, People also ask"
front tooth crown,2,2,110,63.92,0.69,https://www.3dental.ie/crowns/,14,0.04,9.00,0.42,21900000,"[53,65,65,41,41,65,53,100,65,82,82,100]",2021-01-15,"Image pack, Site links, People also ask"
what is teeth bonding,2,2,210,65.4,0.36,https://www.3dental.ie/blog/what-is-composite-bonding/,5,0.01,1.00,0.07,24400000,"[19,12,15,29,15,24,36,54,81,36,54,100]",2020-12-24,"Knowledge panel, Image pack, Site links, People also ask"
3d dental limerick,2,2,170,74.58,1.06,https://www.3dental.ie/blog/our-limerick-dental-clinic/,4,0.01,4.00,0.09,577000,"[22,22,53,53,28,16,28,66,81,81,81,100]",2021-01-13,"Knowledge panel, Image pack, Video"
and polish,2,2,90,78.06,0.00,https://www.3dental.ie/scale-and-polish/,11,0.03,0.00,0,1160000000,"[0,25,25,75,25,25,25,50,25,50,100,25]",2021-01-01,"Reviews, People also ask"
dental braces loans,2,2,90,53.3,0.00,https://www.3dental.ie/flexifi/,11,0.03,0.00,1,2740000,"[100,100,0,0,0,0,100,0,0,0,0,100]",2020-12-23,"Local pack, Reviews, People also ask"
6 month braces,2,2,480,67.87,1.69,https://www.3dental.ie/six-month-braces/,62,0.18,105.00,0.65,51200000,"[54,44,82,67,44,54,67,100,100,100,82,82]",2020-12-23,Image pack
dentist wisdom tooth extraction,2,2,90,75.19,0.00,https://www.3dental.ie/blog/wisdom-tooth-extraction-what-to-know/,11,0.03,0.00,0.18,6430000,"[14,100,0,29,14,14,0,14,14,100,43,57]",2020-12-21,"Local pack, People also ask"
dental retainer price,2,2,90,66.57,0.00,https://www.3dental.ie/blog/the-ultimate-guide-to-orthodontic-retainers/,11,0.03,0.00,0,2220000,"[14,0,14,0,0,0,0,29,0,14,100,0]",2021-01-05,"Image pack, Site links, People also ask"
gingivectomy,2,2,140,61.98,2.06,https://www.3dental.ie/gingivectomy/,18,0.05,37.00,0.01,482000,"[33,67,81,52,33,52,81,100,81,100,81,100]",2021-01-14,"Knowledge panel, Site links, Featured snippet, People also ask"
composite bonding ireland,2,2,110,69.13,0.82,https://www.3dental.ie/bonding/,2,0,2.00,0.35,1050000,"[10,10,33,24,14,33,33,81,81,100,100,100]",2021-01-12,"Image pack, People also ask"
tooth implant,2,2,720,74.71,0.61,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,93,0.27,57.00,0.62,49600000,"[59,88,100,88,72,72,72,59,72,72,59,72]",2021-01-17,"Knowledge panel, Local pack, Image pack, Featured snippet, People also ask"
top braces price,2,2,90,71.49,1.44,https://www.3dental.ie/adult-braces/,11,0.03,16.00,0.75,91800000,"[40,20,20,20,20,100,20,40,20,20,20,20]",2021-01-01,"AdWords top, People also ask"
teeth bonding,2,2,1900,73.76,0.86,https://www.3dental.ie/bonding/,49,0.14,42.00,0.13,27000000,"[20,36,36,24,36,36,53,81,67,67,100,67]",2021-01-17,"Local pack, Image pack, Site links, People also ask"
teeth bonding before and after,2,2,210,57.76,0.67,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,5,0.01,3.00,0.05,31000000,"[29,23,29,29,23,29,35,54,81,54,100,81]",2020-12-30,"Image pack, People also ask"
3 dental limerick,2,3,1300,85.48,1.22,https://www.3dental.ie/,33,0.09,41.00,0.03,800000,"[31,53,46,38,21,38,84,84,84,100,84,100]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
invisalign cost ireland,2,2,170,72.37,1.53,https://www.3dental.ie/invisalign/,22,0.06,33.00,0.62,211000,"[44,28,34,44,34,44,53,81,81,81,81,100]",2020-12-29,"Featured snippet, AdWords top, People also ask"
best dentist near me,2,2,110,57.53,0.91,https://www.3dental.ie/,14,0.04,13.00,0.18,251000000,"[24,52,43,14,14,33,52,100,52,67,67,81]",2021-01-14,"Local pack, Reviews, People also ask, FAQ"
dentist that offer payment plans,2,2,90,59.98,0.00,https://www.3dental.ie/price-list/,11,0.03,0.00,0.76,11600000,"[33,22,11,33,22,11,11,11,11,11,100,56]",2021-01-16,"Local pack, People also ask"
cost of dental veneers near me,2,2,90,75.74,0.00,https://www.3dental.ie/veneers-in-a-day/,2,0,0.00,0,13500000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2021-01-11,"Local pack, People also ask"
composite bonding cost,2,2,210,70.37,0.60,https://www.3dental.ie/blog/what-is-composite-bonding/,5,0.01,3.00,0.18,119000000,"[34,28,53,53,44,66,66,81,100,81,53,44]",2020-12-24,"Image pack, Site links, People also ask"
brackets teeth braces,2,2,90,70.5,0.00,https://www.3dental.ie/adult-braces/,11,0.03,0.00,0,4680000,"[0,25,0,0,50,0,25,50,50,100,25,0]",2021-01-05,"Image pack, Site links, People also ask"
toothache,2,3,1600,86.92,7.05,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,208,0.61,1466.00,0.22,13800000,"[84,84,68,84,100,84,84,68,68,84,84,84]",2021-01-17,"Site links, People also ask"
dental laboratory dublin,2,2,110,49.57,0.00,https://www.3dental.ie/about/dentist-lab/,14,0.04,0.00,0.25,1980000,"[7,3,3,5,44,100,29,7,7,2,8,3]",2021-01-02,"Local pack, Image pack, Reviews"
composite veneers dublin,2,2,170,68.87,0.86,https://www.3dental.ie/veneers-in-a-day/,4,0.01,3.00,0.7,464000,"[65,42,65,81,42,81,65,100,81,81,54,54]",2020-12-25,"Image pack, People also ask"
3 dental prices,2,2,90,78.12,0.99,https://www.3dental.ie/blog/teeth-in-a-day-cost-ireland/,2,0,2.00,0.18,156000000,"[79,36,50,100,79,64,100,64,100,64,50,64]",2020-12-28,"Image pack, Site links, People also ask"
how much is a root canal in ireland,2,2,110,74.86,0.42,https://www.3dental.ie/blog/how-much-does-root-canal-cost/,14,0.04,6.00,0.07,4710000,"[52,43,67,52,33,33,52,67,81,52,81,100]",2021-01-02,"Featured snippet, People also ask"
dentist limerick city,2,2,210,70.11,0.82,https://www.3dental.ie/limerick/,27,0.08,22.00,0.25,1740000,"[66,44,81,53,53,44,44,66,100,66,81,81]",2020-12-24,"Local pack, Image pack, Video"
emergency dentist near me,2,2,390,69.04,1.18,https://www.3dental.ie/emergencies/,50,0.14,59.00,0.35,97700000,"[29,54,29,36,54,67,67,54,67,54,82,100]",2020-12-22,"Local pack, People also ask, FAQ"
how much are braces for top teeth only,2,2,90,56.34,1.26,https://www.3dental.ie/six-month-braces/,11,0.03,14.00,0.39,15000000,"[40,20,40,20,40,20,20,20,40,40,80,100]",2021-01-15,"Site links, AdWords top, People also ask"
how much are veneers in ireland,2,2,260,71.46,0.56,https://www.3dental.ie/veneers-in-a-day/,33,0.09,18.00,0.37,934000,"[44,36,100,54,44,82,67,67,82,67,67,67]",2020-12-27,People also ask
cost of lingual braces top teeth only,2,2,90,60.25,0.00,https://www.3dental.ie/blog/incognito-lingual-braces-explained/,11,0.03,0.00,0,768000,"[0,0,0,43,0,0,0,0,0,100,0,0]",2021-01-01,"Image pack, Site links, AdWords bottom, People also ask"
corona dental,2,2,90,63.75,0.00,https://www.3dental.ie/blog/corona-safety-procedures/,11,0.03,0.00,0.05,888000000,"[14,14,14,57,14,14,14,14,100,14,14,14]",2021-01-10,"Knowledge panel, Image pack, Site links"
teeth braces,2,2,390,73.61,1.21,https://www.3dental.ie/six-month-braces/,50,0.14,61.00,0.84,152000000,"[66,54,81,66,54,66,66,81,100,81,81,81]",2021-01-01,"Local pack, Image pack, Site links, People also ask"
porcelain veneers,2,2,480,68.38,0.54,https://www.3dental.ie/veneers-in-a-day/,62,0.18,33.00,0.4,11000000,"[81,66,100,81,66,81,81,100,100,100,100,100]",2020-12-26,"Local pack, Image pack, Site links, People also ask"
different types of braces brackets,2,2,90,57.14,0.00,https://www.3dental.ie/blog/different-types-of-braces-brackets/,11,0.03,0.00,0.36,4730000,"[33,0,67,33,33,33,100,33,0,33,33,67]",2021-01-17,"Featured snippet, People also ask"
teeth bonding dublin,2,2,110,66.06,0.82,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,2,0,2.00,0.42,870000,"[50,50,100,64,100,50,50,79,100,100,100,100]",2021-01-04,"Local pack, Image pack, Site links, People also ask"
composite bonding cost ireland,2,2,90,68.35,0.84,https://www.3dental.ie/bonding/,2,0,1.00,0.45,3050000,"[11,11,22,11,11,78,22,100,78,11,22,22]",2020-12-23,"Video, People also ask"
dentist red cow,2,2,170,80.22,2.85,https://www.3dental.ie/,4,0.01,12.00,0.14,6030000,"[54,42,65,81,42,65,81,100,100,81,81,81]",2020-12-25,"Knowledge panel, Site links, Reviews, Video"
composite bonding before and after,2,2,320,61.92,1.29,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,8,0.02,10.00,0.02,75700000,"[13,10,36,29,19,29,36,54,82,82,100,100]",2021-01-08,"Image pack, Site links, People also ask"
dental bonding before and after,2,2,110,58.89,0.00,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,14,0.04,0.00,0.04,27300000,"[19,15,35,27,15,35,42,65,81,54,100,100]",2021-01-12,"Image pack, People also ask"
dental veneers payment plan,2,2,90,62.93,0.00,https://www.3dental.ie/flexifi/,2,0,0.00,0,6620000,"[33,0,33,33,33,33,33,33,33,0,100,0]",2021-01-06,People also ask
veneers ireland,2,2,590,66.04,0.66,https://www.3dental.ie/veneers-in-a-day/,76,0.22,50.00,0.56,981000,"[29,67,54,54,82,67,82,82,82,82,82,100]",2021-01-14,"Local pack, Image pack, People also ask"
all 4 teeth,2,2,90,57.37,0.00,https://www.3dental.ie/smile-in-a-day/,11,0.03,0.00,0,387000000,"[0,60,0,80,20,0,20,0,0,20,0,100]",2021-01-07,"Image pack, People also ask"
tooth cap,2,2,320,75.11,0.40,https://www.3dental.ie/crowns/,41,0.12,16.00,0.89,1190000000,"[54,54,81,67,54,67,67,81,100,81,81,81]",2020-12-26,"Image pack, Site links, People also ask"
teeth aligners,2,2,210,75.78,2.21,https://www.3dental.ie/blog/the-7-most-faq-s-of-teeth-straightening/,27,0.08,60.00,1,20000000,"[35,42,100,81,65,65,81,100,81,81,100,100]",2020-12-21,"Image pack, Site links, People also ask"
sedation dentistry,2,2,140,69.48,0.50,https://www.3dental.ie/sedation-dentistry/,18,0.05,9.00,0.15,17800000,"[100,65,100,82,53,24,53,65,100,100,100,82]",2020-12-27,"Local pack, Image pack, Site links, People also ask"
dentist limerick,2,2,1600,69.61,0.80,https://www.3dental.ie/limerick/,208,0.61,166.00,0.3,900000,"[54,67,67,54,54,67,79,100,100,79,79,79]",2021-01-16,"Local pack, Image pack, Video Carousel, FAQ"
teeth bonding price,2,2,110,69.05,0.50,https://www.3dental.ie/bonding/,2,0,1.00,0.26,6120000,"[19,33,33,43,33,43,33,52,100,52,52,67]",2020-12-27,"Image pack, Site links, Reviews, Video, People also ask, FAQ"
cost of dental bridge 3 teeth,2,2,90,64.83,0.00,https://www.3dental.ie/blog/the-3-dental-guide-to-crowns-and-bridges/,11,0.03,0.00,0,7050000,"[100,33,100,0,33,0,0,0,0,0,0,0]",2021-01-02,"Image pack, Featured snippet, People also ask"
dental braces,2,2,140,79.21,1.28,https://www.3dental.ie/adult-braces/,18,0.05,23.00,0.54,333000000,"[42,27,65,54,35,42,65,65,100,81,65,54]",2021-01-07,"Local pack, Image pack, Site links, People also ask"
3d dental red cow,2,2,110,77.98,1.49,https://www.3dental.ie/,2,0,4.00,0.11,4070000,"[15,27,27,42,27,35,42,81,100,35,54,54]",2021-01-03,"Knowledge panel, Site links, Reviews, Video Carousel"
scale and polish,2,3,390,68.73,0.53,https://www.3dental.ie/scale-and-polish/,50,0.14,26.00,0.77,314000000,"[54,81,81,44,19,44,81,100,81,100,81,100]",2021-01-17,"Featured snippet, People also ask"
fisher seals,2,2,140,58.86,0.00,https://www.3dental.ie/fissure-sealants/,18,0.05,0.00,0.04,25500000,"[81,67,100,100,67,33,24,52,81,52,33,33]",2020-12-25,"Image pack, Site links, People also ask"
